CO(GT),C6H6(GT),NOx(GT),NO2(GT),anomaly
1.2,6.3,229,138,1
1.9,8.6,312,149,1
1.5,6.6,276,165,1
1.4,6.1,236,156,1
1.9,8.8,312,184,1
2.2,9.4,345,197,1
3.0,11.8,386,204,1
2.6,11.3,356,207,1
2.8,9.7,467,208,1
1.6,5.8,287,174,1
1.3,5.3,239,157,1
1.6,5.3,266,166,1
1.5,5.1,261,167,1
1.3,4.8,223,154,1
1.6,6.4,-200,-200,1
2.0,7.0,272,164,1
1.3,4.4,226,149,1
0.9,5.6,250,150,1
1.4,7.3,402,205,1
3.1,12.7,708,283,1
4.1,11.3,759,310,1
1.3,4.9,302,200,1
0.9,3.8,210,147,1
1.0,3.4,180,128,1
1.0,4.2,165,121,1
1.1,3.7,180,129,1
0.8,3.3,147,110,1
1.0,3.4,177,126,1
0.9,3.1,157,121,1
0.9,4.3,195,142,1
1.6,6.2,263,174,1
1.4,5.2,239,168,1
1.4,5.8,267,180,1
1.1,3.5,214,157,1
1.2,4.9,236,162,1
1.8,4.7,251,173,1
1.4,4.9,255,176,1
1.4,5.0,235,172,1
0.9,2.9,-200,-200,1
-200.0,2.6,129,108,1
0.8,1.8,95,88,1
0.7,1.3,95,85,1
0.7,1.5,100,88,1
0.6,1.3,110,94,1
0.8,2.0,149,115,1
1.3,4.3,197,137,1
2.0,6.7,351,212,1
1.7,4.6,249,173,1
1.2,3.5,188,135,1
1.0,2.1,127,100,1
0.8,1.9,96,78,1
1.0,2.7,138,100,1
1.4,3.7,217,150,1
1.1,2.9,186,142,1
1.6,4.5,227,165,1
1.8,5.3,252,179,1
1.4,3.7,193,149,1
1.1,2.6,158,126,1
1.0,2.4,150,120,1
1.1,2.4,130,110,1
1.0,2.0,104,92,1
0.8,1.5,86,78,1
0.6,1.2,-200,-200,1
0.6,0.8,67,65,1
0.6,1.0,75,73,1
0.6,1.3,97,85,1
0.8,2.4,177,133,1
2.3,8.7,433,246,1
2.8,10.5,471,281,1
2.1,7.9,346,222,1
1.7,6.5,262,182,1
1.4,5.7,221,154,1
1.6,6.2,265,168,1
1.4,5.4,219,149,1
1.3,4.9,235,156,1
1.4,5.0,227,156,1
1.7,6.9,285,187,1
1.9,7.5,291,194,1
2.3,8.2,295,204,1
2.0,7.7,243,174,1
1.6,4.5,209,154,1
1.0,2.7,147,117,1
0.9,2.3,117,98,1
0.9,2.1,105,90,1
0.9,1.4,84,74,1
0.5,0.8,51,49,1
0.4,0.6,-200,-200,1
0.5,1.0,54,54,1
0.6,1.3,74,69,1
0.6,1.6,114,92,1
1.0,3.0,228,146,1
2.1,10.0,455,224,1
2.9,15.1,493,253,1
2.2,8.6,410,225,1
1.6,6.9,277,180,1
1.8,7.6,340,194,1
1.5,6.9,238,158,1
2.2,8.5,323,184,1
1.6,5.3,286,165,1
1.5,4.4,271,156,1
1.8,-200.0,276,172,1
1.8,-200.0,295,194,1
2.3,-200.0,340,208,1
1.9,-200.0,275,187,1
1.9,-200.0,293,187,1
1.1,-200.0,157,127,1
0.9,-200.0,133,107,1
0.8,-200.0,120,99,1
0.9,-200.0,122,100,1
0.7,-200.0,80,73,1
0.8,-200.0,-200,-200,-1
-200.0,-200.0,88,83,1
0.7,-200.0,109,92,1
0.6,-200.0,120,100,1
1.0,-200.0,233,149,1
1.7,-200.0,394,231,1
2.7,-200.0,424,245,1
3.3,-200.0,446,203,1
2.1,-200.0,266,165,1
2.0,-200.0,261,168,1
2.0,-200.0,220,151,1
2.3,-200.0,241,152,1
2.0,-200.0,208,144,1
2.1,-200.0,215,148,1
2.3,-200.0,257,176,1
3.1,-200.0,355,209,1
3.9,-200.0,415,240,1
3.8,-200.0,349,223,1
2.9,-200.0,254,187,1
2.2,-200.0,228,157,1
1.9,-200.0,156,123,1
2.0,-200.0,161,126,1
1.8,-200.0,123,106,1
1.6,-200.0,108,95,1
1.5,-200.0,-200,-200,-1
1.4,-200.0,95,87,1
1.5,-200.0,102,88,1
1.7,-200.0,178,134,1
1.9,-200.0,214,156,1
3.3,-200.0,492,247,1
3.8,-200.0,540,289,-1
4.3,-200.0,604,250,1
3.7,-200.0,646,232,1
2.7,-200.0,418,185,1
2.2,-200.0,250,147,1
2.4,-200.0,226,128,1
2.2,-200.0,271,131,1
2.3,-200.0,288,135,1
2.6,-200.0,299,149,1
4.2,-200.0,534,209,1
6.2,-200.0,687,243,-1
8.4,-200.0,1028,276,-1
4.5,-200.0,605,225,1
2.7,-200.0,345,194,1
2.4,-200.0,255,164,1
2.3,-200.0,211,148,1
2.2,-200.0,190,136,1
2.0,-200.0,149,116,1
1.6,-200.0,-200,-200,-1
1.6,-200.0,107,91,1
1.5,-200.0,98,87,1
1.7,-200.0,183,123,1
1.8,-200.0,224,152,1
3.8,-200.0,589,267,-1
5.9,-200.0,700,296,-1
5.4,-200.0,747,291,-1
4.7,-200.0,746,276,-1
4.3,-200.0,702,250,-1
5.4,-200.0,723,251,-1
5.8,-200.0,872,275,-1
6.1,-200.0,1054,312,-1
7.1,-200.0,1218,340,-1
6.6,-200.0,1227,326,-1
6.5,-200.0,1061,284,-1
7.1,-200.0,1075,289,-1
4.9,-200.0,641,215,1
4.0,16.8,490,207,1
4.0,13.0,550,213,1
3.6,12.6,422,192,1
4.2,14.2,541,211,1
4.3,12.9,599,229,1
3.6,9.7,490,216,1
2.5,5.9,-200,-200,1
-200.0,5.5,223,146,1
1.4,6.6,214,136,1
1.4,7.3,274,156,1
1.6,8.8,338,176,1
2.3,11.9,496,224,1
2.4,12.0,433,207,1
2.7,11.9,496,221,1
3.4,16.2,615,229,1
3.1,17.6,551,208,1
3.6,17.6,575,207,1
3.8,17.5,575,216,1
3.3,15.7,574,224,1
3.4,16.7,582,225,1
3.7,17.1,658,227,1
4.6,23.0,851,248,1
5.0,24.6,903,251,1
5.7,26.8,952,265,1
5.2,23.2,894,262,1
5.0,22.0,839,241,1
4.5,20.4,743,231,1
4.1,18.0,671,229,1
4.1,18.5,689,221,1
3.1,13.3,478,180,1
2.7,11.3,-200,-200,1
2.8,12.5,345,140,1
2.9,11.5,373,153,1
2.6,10.9,324,150,1
2.6,10.7,341,145,1
2.8,11.9,424,149,1
3.3,13.4,522,155,1
3.2,13.0,492,158,1
3.3,11.2,492,188,1
1.5,5.5,204,154,1
1.2,4.9,142,107,1
1.1,6.5,118,92,1
1.7,8.4,126,106,1
1.0,4.4,115,90,1
1.0,4.3,137,100,1
2.6,11.6,212,132,1
2.5,9.0,354,211,1
2.1,7.8,331,179,1
1.0,3.7,141,116,1
1.3,5.3,228,143,1
1.5,5.6,228,142,1
1.4,5.3,203,135,1
1.6,6.0,215,136,1
1.1,4.0,142,109,1
0.7,2.8,-200,-200,1
0.5,1.8,66,62,1
0.4,1.5,54,49,1
0.7,2.9,121,81,1
0.7,2.2,141,104,1
2.3,11.4,388,176,1
2.5,9.5,366,193,1
1.7,11.6,254,168,1
2.5,33.9,164,123,1
2.1,7.6,142,111,1
1.1,7.0,162,120,1
1.3,6.9,177,123,1
1.1,5.8,157,115,1
1.1,5.2,162,120,1
1.4,6.4,209,140,1
2.3,11.9,304,185,1
4.2,17.4,484,212,1
3.5,14.7,399,200,1
3.0,10.0,390,191,1
1.7,6.6,287,169,1
1.6,6.6,202,139,1
1.0,3.1,126,102,1
0.8,2.2,87,76,1
0.6,1.3,59,56,1
0.4,1.1,-200,-200,1
-200.0,0.5,31,30,1
0.3,0.5,28,28,1
0.4,1.3,64,56,1
0.5,2.5,123,94,1
1.5,6.7,363,196,1
2.1,8.0,416,220,1
1.6,5.3,286,168,1
1.0,3.3,198,133,1
1.2,4.4,216,134,1
1.3,5.5,211,138,1
1.4,4.8,199,135,1
1.0,3.5,161,111,1
1.4,4.9,218,124,1
1.5,6.6,252,158,1
2.4,12.3,337,181,1
2.8,14.1,357,185,1
3.1,14.2,410,187,1
3.1,11.6,445,196,1
2.0,8.2,314,174,1
2.1,9.2,366,182,1
1.9,8.3,336,182,1
2.5,10.7,387,193,1
2.0,8.0,320,174,1
1.4,5.9,-200,-200,1
1.1,4.5,237,142,1
0.8,3.8,224,137,1
0.9,5.1,237,140,1
1.6,8.8,454,201,1
3.6,16.1,854,288,1
3.3,13.4,758,260,1
2.1,9.0,428,206,1
1.3,5.0,205,98,1
1.1,4.3,205,138,1
1.5,6.3,226,139,1
1.5,6.0,199,137,1
1.6,5.7,253,155,1
1.5,5.6,259,155,1
1.6,7.0,252,148,1
2.2,9.5,313,153,1
3.4,15.9,433,171,1
5.6,24.7,611,227,1
5.2,16.8,626,251,1
2.8,10.7,408,216,1
2.4,8.3,357,200,1
2.7,11.0,375,192,1
2.6,7.4,326,187,1
2.3,7.9,326,173,1
1.0,3.6,-200,-200,1
0.6,1.7,72,64,1
0.5,1.0,49,46,1
0.5,1.1,59,51,1
1.0,4.0,220,115,1
2.6,9.7,602,238,1
2.7,10.6,485,202,1
1.8,5.4,295,167,1
1.2,3.9,217,139,1
1.3,4.4,236,147,1
1.4,5.0,196,130,1
1.8,6.8,233,143,1
1.3,4.8,207,143,1
1.4,5.0,198,136,1
1.4,5.2,212,143,1
2.4,10.0,280,177,1
2.8,11.1,315,198,1
3.3,12.9,378,200,1
2.5,7.8,320,191,1
2.1,6.3,265,169,1
1.2,2.8,129,106,1
1.2,3.3,129,105,1
1.3,3.1,172,130,1
1.0,2.1,100,82,1
0.8,1.9,-200,-200,1
-200.0,0.7,49,45,1
0.4,0.8,36,35,1
0.5,1.3,79,60,1
0.7,1.8,128,90,1
2.1,7.9,456,205,1
2.5,9.8,477,199,1
2.0,7.4,342,153,1
1.4,5.3,254,163,1
1.3,4.8,231,152,1
1.4,5.6,213,146,1
1.6,6.6,208,146,1
1.7,6.7,270,134,1
1.8,8.4,276,164,1
2.4,10.3,375,141,1
2.8,12.6,395,204,1
3.3,16.0,421,210,1
4.8,17.6,632,250,1
2.8,10.1,424,202,1
2.4,9.8,369,190,1
2.9,11.5,484,236,1
2.7,8.2,456,250,1
2.1,6.8,373,219,1
1.5,4.3,228,156,1
1.2,3.9,-200,-200,1
0.9,2.6,117,98,1
0.8,2.4,108,89,1
0.8,2.3,126,104,1
1.1,4.5,235,148,1
1.9,8.5,339,194,1
2.5,9.0,399,231,1
2.2,5.7,346,200,1
2.1,6.9,407,217,1
2.3,6.4,393,210,1
1.2,3.5,166,126,1
1.2,3.7,157,118,1
1.1,2.9,141,114,1
1.1,3.4,144,117,1
1.4,5.3,191,140,1
1.7,7.3,255,168,1
2.5,10.0,379,202,1
2.7,12.3,427,211,1
3.1,11.8,509,231,1
2.8,10.4,459,214,1
1.9,7.7,293,181,1
1.9,7.5,269,173,1
1.7,6.1,244,169,1
2.2,8.3,293,174,1
1.6,5.1,-200,-200,1
1.5,4.9,177,130,1
0.8,1.9,81,72,1
0.5,1.0,42,40,1
0.5,1.1,61,56,1
0.7,1.5,101,81,1
0.7,1.6,98,81,1
0.9,2.3,114,88,1
1.0,2.5,118,94,1
1.1,2.5,120,97,1
1.1,2.8,151,112,1
1.0,2.4,131,104,1
1.1,3.3,145,107,1
1.3,3.2,156,114,1
1.2,2.8,151,115,1
1.3,3.4,173,127,1
1.1,2.9,154,119,1
1.5,4.6,221,149,1
1.4,3.8,193,140,1
1.1,3.1,130,105,1
1.3,3.7,156,116,1
1.4,3.3,148,112,1
1.1,2.1,93,80,1
0.8,1.2,66,59,1
0.6,0.7,-200,-200,1
-200.0,0.5,38,36,1
0.5,1.0,50,49,1
0.6,2.1,77,63,1
1.2,5.5,183,123,1
2.2,10.9,256,164,1
2.9,13.3,355,218,1
2.9,9.6,491,254,1
2.0,7.0,387,210,1
1.7,6.6,384,208,1
2.2,9.3,368,204,1
1.8,7.9,258,172,1
1.6,6.9,231,157,1
1.9,8.6,290,181,1
2.2,10.0,335,194,1
2.2,8.8,293,193,1
4.9,20.2,526,252,1
6.3,19.7,607,283,1
2.7,7.1,326,208,1
1.4,4.4,188,143,1
1.2,2.9,163,124,1
0.8,2.1,102,89,1
0.8,2.1,95,85,1
0.7,1.1,71,66,1
0.4,0.6,-200,-200,1
0.4,0.5,46,46,1
0.5,1.0,62,60,1
0.9,2.6,170,117,1
1.5,6.7,313,178,1
3.8,16.7,687,295,1
5.4,24.0,757,243,1
3.5,15.0,559,255,1
1.7,6.9,286,201,1
2.0,9.1,324,208,1
2.1,10.0,316,212,1
3.0,12.9,407,238,1
2.1,9.0,305,201,1
2.5,10.9,360,218,1
2.2,7.9,339,222,1
2.4,10.2,304,206,1
3.6,13.2,397,251,1
2.6,8.1,270,190,1
2.7,8.5,339,218,1
1.4,3.6,190,150,1
0.9,2.6,126,111,1
1.5,4.3,189,142,1
1.1,3.2,146,119,1
0.8,1.8,98,87,1
0.6,1.4,-200,-200,1
0.6,1.2,75,70,1
0.6,0.7,77,68,1
0.6,1.0,72,66,1
0.7,2.2,152,117,1
1.7,7.7,337,197,1
1.9,6.2,360,198,1
1.4,3.8,243,167,1
1.3,3.6,277,180,1
1.2,3.7,266,169,1
1.9,8.3,317,210,1
2.5,10.1,375,232,1
2.3,9.9,349,223,1
2.3,9.2,377,224,1
2.5,10.3,403,238,1
2.8,11.4,422,249,1
2.7,11.7,388,223,1
3.1,12.6,431,244,1
2.9,11.4,425,243,1
2.6,9.6,391,226,1
1.5,4.6,231,167,1
1.6,4.7,248,172,1
1.1,2.6,142,120,1
0.9,2.9,117,100,1
0.7,1.5,-200,-200,1
-200.0,1.3,96,86,1
0.6,1.2,87,81,1
0.8,3.0,197,131,1
1.5,5.5,290,170,1
3.1,12.9,621,267,1
3.8,14.5,645,269,1
2.7,9.0,573,244,1
1.8,6.5,414,232,1
1.4,5.4,314,196,1
1.7,7.4,317,195,1
1.9,7.7,290,189,1
2.2,10.7,385,212,1
3.0,13.3,507,267,1
3.0,13.2,534,262,1
3.9,17.5,601,270,1
4.0,17.7,583,260,1
3.9,17.5,551,265,1
3.5,14.1,547,262,1
2.4,8.4,385,227,1
2.1,7.9,318,192,1
2.5,8.1,356,202,1
2.1,7.1,326,189,1
1.5,5.2,233,157,1
1.1,3.4,-200,-200,1
1.0,3.4,116,97,1
0.8,2.1,120,100,1
1.0,4.1,228,146,1
1.4,6.1,303,175,1
3.6,18.7,-200,-200,1
5.8,27.9,-200,-200,1
4.2,17.8,529,190,1
3.3,11.8,615,166,1
1.7,6.6,298,153,1
2.1,8.4,317,167,1
2.2,7.6,305,137,1
1.8,6.7,253,140,1
2.0,7.9,296,150,1
2.3,8.4,293,152,1
2.8,12.1,353,177,1
3.4,12.6,399,189,1
4.0,13.6,454,195,1
2.3,8.1,356,179,1
2.7,11.2,473,188,1
2.7,10.1,482,170,1
2.8,8.8,443,161,1
2.1,6.8,373,145,1
1.9,6.4,320,136,1
2.1,6.7,-200,-200,1
1.7,5.2,233,122,1
1.3,3.6,161,115,1
0.9,2.7,137,103,1
1.0,1.9,144,108,1
1.0,3.9,182,124,1
1.5,4.1,227,133,1
1.5,3.7,203,124,1
1.4,3.6,179,116,1
2.4,4.1,171,113,1
2.8,4.5,181,117,1
2.9,4.5,175,118,1
2.6,2.9,148,108,1
2.5,3.1,132,98,1
2.7,3.9,162,117,1
2.8,4.2,185,126,1
3.0,5.2,234,142,1
3.7,10.2,275,157,1
3.5,8.1,272,161,1
3.8,8.5,331,169,1
4.3,10.7,347,166,1
4.8,11.5,488,189,1
4.2,9.5,404,184,1
3.3,5.3,255,145,1
3.0,5.8,-200,-200,1
-200.0,4.6,174,119,1
1.0,2.7,108,87,1
0.9,3.1,107,77,1
1.1,3.2,188,112,1
1.1,3.6,225,118,1
1.2,3.7,208,124,1
1.7,6.4,270,144,1
1.6,5.2,202,128,1
1.4,3.9,168,120,1
1.8,4.1,191,131,1
1.1,2.5,149,115,1
0.9,2.2,101,82,1
1.1,2.3,134,100,1
1.1,2.4,150,111,1
1.2,2.9,188,132,1
1.6,4.9,254,155,1
2.6,6.8,324,181,1
1.5,3.1,238,155,1
1.0,2.1,128,105,1
1.3,3.9,169,119,1
1.6,3.8,215,150,1
1.0,1.8,111,94,1
0.6,1.0,60,56,1
0.4,0.6,-200,-200,1
0.3,0.4,29,28,1
0.3,0.3,25,25,1
0.3,0.2,34,31,1
0.4,0.7,89,66,1
1.0,2.6,212,111,1
1.2,3.1,216,122,1
1.0,2.3,191,115,1
0.9,2.0,200,123,1
0.8,2.0,164,119,1
1.1,3.1,185,125,1
1.0,2.9,156,110,1
0.8,2.1,155,111,1
0.9,2.5,158,114,1
0.9,2.8,166,114,1
2.0,6.7,268,140,1
2.4,8.1,309,141,1
2.5,7.4,297,142,1
1.6,3.6,225,123,1
0.9,1.9,122,90,1
0.7,1.4,100,79,1
0.6,1.2,86,69,1
0.6,0.9,71,60,1
0.4,0.6,39,37,1
0.2,0.2,-200,-200,1
0.2,0.2,29,27,1
0.2,0.3,32,30,1
0.2,0.3,37,33,1
0.5,1.0,134,84,1
1.5,5.2,358,147,1
1.9,6.1,354,143,1
1.4,3.6,284,122,1
0.9,2.3,213,109,1
0.7,1.9,174,95,1
0.8,2.6,157,94,1
1.0,3.1,178,102,1
0.9,2.7,187,107,1
1.0,3.0,198,113,1
0.9,3.0,186,110,1
1.4,5.0,203,116,1
2.1,7.5,313,148,1
2.8,9.5,342,156,1
2.2,5.3,310,159,1
1.0,2.4,165,116,1
1.1,2.5,152,110,1
0.9,2.2,141,102,1
0.8,1.5,122,93,1
0.6,1.3,79,67,1
0.5,0.9,-200,-200,1
-200.0,0.7,81,75,1
0.4,0.9,77,73,1
0.5,1.4,124,96,1
0.7,3.5,159,110,1
2.4,11.0,396,150,1
2.8,12.4,479,169,1
2.0,8.3,438,181,1
2.2,8.9,466,187,1
1.4,5.7,288,146,1
1.2,5.5,205,131,1
1.9,9.0,311,161,1
1.3,6.3,246,143,1
2.0,9.1,356,176,1
2.0,8.4,397,178,1
3.4,17.5,579,207,1
5.1,23.3,819,240,1
5.3,19.0,754,236,1
2.8,11.1,473,199,1
1.6,6.2,300,170,1
1.4,5.0,235,153,1
1.4,5.3,207,140,1
1.4,4.2,204,138,1
1.1,3.5,155,117,1
0.9,3.0,-200,-200,1
1.0,4.1,179,119,1
1.0,4.0,143,108,1
1.2,5.1,212,121,1
1.4,6.7,263,136,1
3.0,15.6,648,175,1
4.2,17.1,717,211,1
2.1,8.8,389,186,1
2.0,6.9,438,177,1
1.6,5.4,282,147,1
1.4,4.9,268,150,1
1.6,5.3,248,148,1
1.5,5.4,272,151,1
1.7,5.5,291,151,1
1.9,7.5,363,165,1
3.8,16.7,660,197,1
5.4,18.2,907,228,1
4.2,15.5,639,196,1
3.8,10.9,574,192,1
2.3,8.7,373,161,1
2.1,7.3,330,156,1
2.3,7.5,336,158,1
2.3,6.8,347,154,1
1.7,4.7,241,138,1
1.2,2.5,-200,-200,1
0.6,1.3,96,92,1
0.9,2.2,147,103,1
1.1,3.6,210,117,1
1.9,7.5,409,139,1
3.7,16.8,719,167,1
6.1,28.0,959,205,1
4.6,15.8,744,216,1
3.3,15.5,583,192,1
3.3,14.9,597,188,1
3.4,16.4,550,189,1
3.6,15.6,499,192,1
3.9,16.1,470,194,1
4.8,16.6,568,217,1
3.9,15.9,525,178,1
3.6,13.3,481,183,1
3.6,14.9,414,189,1
4.6,18.5,565,225,1
2.3,7.9,303,175,1
1.6,5.0,221,153,1
1.8,6.5,260,156,1
2.2,6.0,327,172,1
2.1,6.8,344,164,1
1.7,4.0,270,157,1
1.5,4.4,-200,-200,1
-200.0,4.0,191,136,1
1.1,3.5,136,110,1
1.1,4.3,194,128,1
0.8,2.0,168,132,1
1.3,6.1,254,156,1
2.3,8.7,410,185,1
1.1,3.1,166,121,1
1.1,5.2,162,117,1
1.5,5.3,188,133,1
1.6,6.7,199,136,1
2.2,8.3,272,162,1
1.5,5.9,180,132,1
1.8,7.3,255,162,1
2.0,8.4,251,159,1
1.9,7.7,258,156,1
2.5,9.1,344,177,1
2.6,10.9,380,185,1
3.2,10.2,464,199,1
2.2,7.8,304,166,1
1.9,7.0,258,152,1
2.4,9.2,358,170,1
1.8,4.6,278,160,1
0.9,2.1,116,100,1
0.8,1.5,-200,-200,1
0.7,1.3,60,57,1
0.6,0.8,51,48,1
0.5,0.6,33,32,1
0.6,1.1,80,72,1
0.6,1.0,103,86,1
0.7,1.5,93,79,1
0.7,1.4,108,87,1
0.9,2.0,107,85,1
1.0,2.3,122,97,1
1.0,2.6,122,96,1
1.4,6.7,156,113,1
3.0,13.3,246,163,1
1.5,4.0,205,146,1
1.7,5.3,257,167,1
2.3,8.6,228,162,1
2.5,6.2,321,194,1
2.1,5.3,270,185,1
1.5,4.1,203,158,1
1.4,3.5,201,156,1
1.4,4.1,207,157,1
1.4,3.2,180,141,1
1.2,3.2,140,116,1
0.9,1.7,93,84,1
0.6,0.7,-200,-200,1
0.4,0.5,35,34,1
0.4,0.6,47,45,1
0.5,0.8,68,59,1
0.7,1.7,131,99,1
1.5,5.2,289,165,1
1.9,6.6,322,168,1
1.6,5.5,330,169,1
1.4,4.4,339,162,1
1.3,4.4,316,155,1
1.3,4.3,218,136,1
1.2,4.5,177,124,1
1.3,4.5,278,158,1
1.4,4.8,313,167,1
1.7,6.3,351,176,1
2.5,9.6,374,204,1
3.8,15.0,431,209,1
4.2,15.4,468,224,1
2.8,8.9,368,211,1
1.5,5.0,239,174,1
1.8,6.5,292,181,1
1.5,4.4,205,157,1
1.5,5.3,255,154,1
1.2,3.1,220,147,1
0.8,1.9,-200,-200,1
-200.0,1.7,114,101,1
0.7,1.9,153,114,1
0.7,2.8,224,134,1
1.3,5.5,295,144,1
3.4,18.3,667,182,1
5.5,26.3,867,223,1
4.1,16.3,666,219,1
3.0,12.3,595,215,1
1.9,7.4,421,191,1
1.8,8.1,292,162,1
2.1,10.8,308,165,1
2.3,9.7,347,171,1
2.3,9.9,377,164,1
2.0,9.6,325,168,1
3.1,16.5,508,204,1
5.1,23.4,768,242,1
5.9,24.2,764,246,1
3.2,13.3,500,215,1
2.4,8.4,463,206,1
1.4,5.4,258,167,1
1.4,5.2,214,145,1
1.3,4.6,191,133,1
1.0,3.2,154,117,1
0.8,2.2,-200,-200,1
0.8,2.5,113,90,1
0.9,2.8,167,112,1
0.9,3.9,235,120,1
1.7,7.2,372,141,1
4.3,20.9,877,190,1
6.0,27.0,900,215,1
3.8,18.5,733,215,1
3.3,14.0,691,235,1
2.3,10.5,457,194,1
2.4,11.2,369,159,1
2.2,10.3,285,123,1
1.9,8.6,279,121,1
1.7,7.6,198,102,1
1.9,10.2,229,114,1
3.8,17.8,477,168,1
5.3,25.3,679,207,1
5.9,24.4,682,199,1
5.5,20.0,679,192,1
2.0,7.3,298,148,1
1.8,6.6,265,137,1
1.6,5.7,196,123,1
1.3,4.5,155,109,1
1.1,4.1,131,98,1
1.1,4.4,-200,-200,1
1.0,3.3,165,94,1
0.8,3.3,169,95,1
0.9,3.5,224,101,1
1.3,6.4,249,100,1
4.1,20.1,863,150,1
3.9,21.2,665,168,1
3.5,13.7,670,199,1
2.7,11.7,500,168,1
2.3,10.6,428,161,1
2.3,9.8,-200,-200,1
2.1,9.1,306,145,1
2.2,9.2,334,148,1
1.8,5.9,268,131,1
1.9,8.6,284,137,1
2.7,12.7,393,163,1
4.7,19.8,603,219,1
5.4,23.8,757,245,1
4.2,14.6,684,229,1
2.1,7.6,426,184,1
1.4,4.9,254,151,1
1.4,5.2,227,133,1
1.4,4.8,221,135,1
1.0,3.2,155,111,1
0.8,2.4,120,90,1
-200.0,3.2,134,91,1
0.7,2.1,128,89,1
0.6,2.7,148,89,1
0.2,4.5,233,117,1
1.5,13.8,470,141,1
3.5,22.7,679,189,1
3.0,19.3,796,211,1
3.0,-200.0,812,235,1
1.0,9.3,339,162,1
1.5,12.1,354,172,1
2.2,14.2,466,182,1
1.7,12.3,417,180,1
1.1,10.2,289,156,1
1.3,10.4,324,168,1
1.5,13.9,376,181,1
3.4,23.1,619,226,1
3.8,22.8,689,231,1
2.8,13.4,582,222,1
0.8,6.8,287,165,1
0.5,6.0,238,151,1
1.0,5.7,312,174,1
0.4,3.9,231,145,1
0.4,4.9,234,147,1
0.3,4.5,195,134,1
-200.0,2.3,113,85,1
-200.0,1.5,73,55,1
-200.0,1.5,103,65,1
-200.0,1.8,121,84,1
0.1,3.3,132,88,1
0.2,5.8,178,109,1
0.6,6.2,218,130,1
0.7,6.7,246,137,1
0.6,5.6,252,145,1
0.3,5.8,208,128,1
0.5,7.0,219,129,1
0.2,3.8,160,105,1
0.4,5.5,191,114,1
0.7,7.6,270,146,1
0.9,8.3,285,156,1
0.8,7.5,289,152,1
2.4,14.1,550,201,1
3.3,12.4,679,221,1
0.9,5.8,314,157,1
0.1,3.9,166,114,1
0.1,2.8,157,107,1
0.1,3.1,173,113,1
0.2,3.3,184,118,1
-200.0,2.0,93,69,1
-200.0,2.5,85,63,1
-200.0,2.0,79,61,1
-200.0,0.9,55,42,1
-200.0,1.6,98,68,1
-200.0,2.1,190,120,1
0.1,3.0,166,112,1
0.3,5.0,260,148,1
1.0,7.7,362,160,1
1.6,10.1,415,164,1
1.4,8.5,358,159,1
0.3,2.8,170,110,1
0.1,3.3,130,82,1
0.3,5.0,177,102,1
0.5,5.6,233,119,1
0.8,7.1,282,135,1
3.2,16.7,583,215,1
2.8,12.5,566,211,1
1.0,6.6,323,172,1
0.9,8.3,318,166,1
0.9,7.1,336,168,1
0.4,3.8,196,134,1
0.4,5.2,193,122,1
0.3,5.3,192,123,1
0.1,3.8,147,104,1
-200.0,2.8,122,90,1
0.8,2.9,117,85,1
1.0,4.4,201,103,1
1.6,7.5,318,127,1
3.5,15.7,658,163,1
4.0,22.9,680,155,1
3.5,10.8,497,170,1
1.6,6.1,290,141,1
1.5,7.0,230,123,1
1.5,7.1,215,124,1
1.7,8.1,226,126,1
1.6,7.7,240,128,1
2.4,10.8,391,158,1
3.4,14.4,492,177,1
5.4,25.4,700,225,1
6.5,29.1,782,234,1
6.5,28.3,728,227,1
4.0,14.2,510,192,1
2.1,8.4,308,158,1
1.6,7.5,248,149,1
1.5,5.2,233,140,1
0.7,2.2,96,79,1
0.7,2.0,90,69,1
0.6,1.8,95,72,1
0.5,1.1,68,58,1
0.4,1.2,75,59,1
0.6,2.4,145,88,1
0.9,3.8,185,110,1
2.6,14.0,506,151,1
3.3,18.9,485,158,1
4.0,15.6,684,194,1
3.1,13.2,562,181,1
2.2,10.3,357,161,1
2.1,9.7,306,143,1
2.2,10.0,292,142,1
1.9,10.9,305,146,1
2.5,12.3,386,166,1
2.9,14.2,408,172,1
3.9,21.6,521,196,1
6.3,30.9,766,243,1
7.4,33.5,841,248,1
5.7,19.9,754,233,1
2.3,8.4,350,174,1
1.5,6.1,244,149,1
1.4,5.7,221,134,1
1.1,4.0,183,123,1
0.9,2.9,166,111,1
0.7,2.0,133,93,1
0.6,1.7,147,97,1
0.6,1.6,119,86,1
0.8,3.3,179,99,1
1.0,3.6,178,99,1
2.1,10.2,390,129,1
4.2,25.2,579,161,1
4.3,16.0,735,202,1
3.2,13.3,568,200,1
2.8,11.9,487,194,1
2.4,10.9,343,173,1
2.5,11.0,351,169,1
2.9,17.3,417,188,1
3.0,12.4,509,211,1
3.6,17.4,573,210,1
3.5,17.5,518,193,1
4.8,26.2,641,227,1
4.4,23.1,544,223,1
4.9,23.5,582,229,1
2.9,13.3,407,194,1
2.1,10.5,327,171,1
1.6,6.3,221,147,1
1.2,4.4,142,111,1
0.9,3.3,123,104,1
0.7,2.0,106,90,1
-200.0,1.9,100,81,1
0.5,1.4,85,69,1
0.6,2.3,114,84,1
1.3,5.9,299,123,1
3.8,18.9,723,166,1
5.6,26.1,745,189,1
4.4,16.2,668,217,1
3.0,10.8,571,196,1
